epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,5225.55,2.26773,1.29939,0.95929,0.63801,0.28406,0.28259,0.12066,2.04906,1.21891,0.94728,0.00989506,0.00989506,0.00989506
108,5274.3,2.276,1.30391,0.95863,0.63929,0.28486,0.28314,0.12086,2.04915,1.21847,0.94734,0.00989407,0.00989407,0.00989407
109,5322.64,2.27282,1.31292,0.96127,0.64412,0.2854,0.2855,0.12137,2.04838,1.21751,0.94746,0.00989308,0.00989308,0.00989308
110,5371.37,2.26549,1.29625,0.95763,0.64432,0.28551,0.28576,0.12156,2.04795,1.21721,0.94726,0.00989209,0.00989209,0.00989209
111,5420.03,2.26624,1.30074,0.95822,0.64748,0.28819,0.28708,0.12172,2.0478,1.21669,0.94728,0.0098911,0.0098911,0.0098911
112,5468.6,2.26763,1.29953,0.95672,0.64699,0.28787,0.28722,0.12192,2.04691,1.21557,0.94721,0.00989011,0.00989011,0.00989011
113,5517.51,2.27105,1.29167,0.95616,0.64884,0.28822,0.28771,0.12215,2.04687,1.21497,0.94725,0.00988912,0.00988912,0.00988912
114,5566.08,2.26347,1.28939,0.95797,0.64967,0.28801,0.28874,0.12224,2.04596,1.21427,0.94711,0.00988813,0.00988813,0.00988813
115,5614.98,2.27713,1.30848,0.9582,0.65012,0.28793,0.28891,0.1225,2.04557,1.21301,0.94697,0.00988714,0.00988714,0.00988714
116,5663.88,2.26455,1.28636,0.95733,0.64931,0.28842,0.28912,0.12262,2.04505,1.21256,0.94691,0.00988615,0.00988615,0.00988615
117,5712.41,2.24994,1.28009,0.9572,0.65223,0.2879,0.28928,0.12264,2.04478,1.21248,0.9468,0.00988516,0.00988516,0.00988516
118,5761.47,2.25942,1.27964,0.95558,0.6533,0.28767,0.28938,0.1231,2.04439,1.21219,0.9467,0.00988417,0.00988417,0.00988417
119,5810.33,2.25727,1.28183,0.95583,0.65111,0.28917,0.29023,0.1232,2.044,1.21135,0.94644,0.00988318,0.00988318,0.00988318
120,5859.28,2.25951,1.2812,0.9562,0.64762,0.29178,0.29164,0.12342,2.04327,1.21103,0.94637,0.00988219,0.00988219,0.00988219
121,5908.23,2.25866,1.28296,0.9564,0.65167,0.29133,0.2923,0.12346,2.04259,1.20991,0.94629,0.0098812,0.0098812,0.0098812
122,5956.78,2.25711,1.28521,0.95602,0.65065,0.29175,0.29292,0.12338,2.04202,1.20952,0.94606,0.00988021,0.00988021,0.00988021
123,6006.03,2.26757,1.28007,0.95267,0.65647,0.28971,0.29248,0.12329,2.04185,1.20859,0.94598,0.00987922,0.00987922,0.00987922
124,6054.49,2.25325,1.28438,0.95592,0.65257,0.29065,0.29085,0.12328,2.04156,1.20813,0.94587,0.00987823,0.00987823,0.00987823
125,6103.29,2.2539,1.27069,0.95302,0.65279,0.2894,0.29106,0.12332,2.04134,1.20741,0.94574,0.00987724,0.00987724,0.00987724
126,6151.82,2.25344,1.28994,0.95631,0.65358,0.28993,0.29128,0.12334,2.04094,1.20728,0.94571,0.00987625,0.00987625,0.00987625
127,6200.39,2.25283,1.29051,0.95348,0.65329,0.29035,0.29151,0.1236,2.04064,1.20706,0.94567,0.00987526,0.00987526,0.00987526
128,6248.74,2.25062,1.28152,0.95617,0.65332,0.29097,0.29248,0.12395,2.03966,1.20642,0.94558,0.00987427,0.00987427,0.00987427
129,6297.27,2.24137,1.27186,0.9539,0.65085,0.29019,0.29292,0.12389,2.03926,1.20585,0.94553,0.00987328,0.00987328,0.00987328
130,6345.89,2.24768,1.27432,0.95318,0.64989,0.29186,0.2937,0.12444,2.03868,1.20534,0.94548,0.00987229,0.00987229,0.00987229
131,6394.28,2.25172,1.28163,0.95676,0.64647,0.29189,0.29334,0.12448,2.03889,1.20522,0.94547,0.0098713,0.0098713,0.0098713
132,6443,2.23982,1.27504,0.95438,0.64978,0.29124,0.29353,0.12462,2.03885,1.20493,0.94545,0.00987031,0.00987031,0.00987031
133,6491.74,2.24877,1.26626,0.95365,0.64834,0.29163,0.29368,0.12467,2.03794,1.20423,0.94555,0.00986932,0.00986932,0.00986932
134,6540.67,2.23551,1.26737,0.95119,0.64836,0.29323,0.29526,0.12469,2.0376,1.20379,0.94549,0.00986833,0.00986833,0.00986833
135,6589.49,2.25867,1.27998,0.95753,0.64727,0.29355,0.29516,0.12474,2.03724,1.20342,0.94544,0.00986734,0.00986734,0.00986734
136,6637.99,2.25531,1.28484,0.95664,0.64661,0.29316,0.29553,0.1249,2.03661,1.20269,0.94532,0.00986635,0.00986635,0.00986635
137,6686.68,2.24252,1.27782,0.95165,0.64588,0.29419,0.29585,0.12494,2.03672,1.20224,0.94534,0.00986536,0.00986536,0.00986536
138,6735.36,2.2452,1.27772,0.95339,0.64545,0.2943,0.29593,0.12499,2.03646,1.2017,0.94537,0.00986437,0.00986437,0.00986437
139,6783.71,2.24298,1.27252,0.95336,0.64668,0.29433,0.29653,0.12527,2.03574,1.20053,0.9453,0.00986338,0.00986338,0.00986338
140,6832.09,2.24835,1.28872,0.95512,0.64534,0.29478,0.29676,0.12531,2.03528,1.20011,0.94524,0.00986239,0.00986239,0.00986239
141,6880.6,2.24537,1.27012,0.95152,0.64596,0.29455,0.29697,0.12521,2.03511,1.19976,0.94526,0.0098614,0.0098614,0.0098614
142,6929.21,2.25969,1.27064,0.95076,0.64555,0.29503,0.29807,0.1254,2.03451,1.19917,0.94517,0.00986041,0.00986041,0.00986041
143,6978.02,2.225,1.24656,0.94935,0.64368,0.29481,0.29844,0.12545,2.03392,1.19888,0.94508,0.00985942,0.00985942,0.00985942
