epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
153,9694.95,2.24762,1.26622,0.95255,0.66005,0.29293,0.29505,0.12626,2.04393,1.21855,0.94711,0.00984952,0.00984952,0.00984952
154,9757.81,2.24653,1.28938,0.95401,0.65879,0.29423,0.29545,0.12643,2.04378,1.21853,0.94708,0.00984853,0.00984853,0.00984853
155,9821.22,2.24731,1.2737,0.95317,0.65898,0.29463,0.29575,0.12647,2.04343,1.21819,0.94706,0.00984754,0.00984754,0.00984754
156,9884.38,2.25159,1.26133,0.95521,0.65895,0.2954,0.29669,0.12685,2.04335,1.2178,0.94711,0.00984655,0.00984655,0.00984655
157,9947.83,2.2464,1.26383,0.9518,0.65999,0.2952,0.2969,0.12697,2.04338,1.21742,0.94703,0.00984556,0.00984556,0.00984556
158,10010.8,2.2484,1.27178,0.95375,0.66027,0.29485,0.29726,0.12712,2.04352,1.21674,0.94702,0.00984457,0.00984457,0.00984457
159,10074,2.23356,1.25279,0.95368,0.66326,0.29527,0.29736,0.12715,2.04325,1.2165,0.9471,0.00984358,0.00984358,0.00984358
160,10137,2.2496,1.26176,0.95104,0.66149,0.29574,0.29696,0.12698,2.04314,1.21627,0.94698,0.00984259,0.00984259,0.00984259
161,10199,2.23873,1.26236,0.95468,0.65959,0.29751,0.29704,0.12719,2.0436,1.21585,0.94715,0.0098416,0.0098416,0.0098416
162,10262.1,2.23184,1.25515,0.95223,0.65969,0.2977,0.29702,0.12719,2.04326,1.21555,0.94708,0.00984061,0.00984061,0.00984061
163,10325,2.24776,1.27803,0.95282,0.65636,0.29733,0.29707,0.12737,2.04327,1.21567,0.94697,0.00983962,0.00983962,0.00983962
164,10387.7,2.23858,1.2701,0.95642,0.65769,0.2981,0.29738,0.12752,2.04268,1.21531,0.94691,0.00983863,0.00983863,0.00983863
165,10451.1,2.24089,1.25747,0.95199,0.6598,0.2976,0.29781,0.12779,2.04241,1.21495,0.94687,0.00983764,0.00983764,0.00983764
166,10513.9,2.23066,1.25069,0.95102,0.66016,0.29806,0.29808,0.12807,2.04191,1.21476,0.94683,0.00983665,0.00983665,0.00983665
167,10576.9,2.24686,1.27225,0.95444,0.66183,0.29796,0.29837,0.12819,2.04189,1.21437,0.94669,0.00983566,0.00983566,0.00983566
168,10639.9,2.24811,1.26782,0.95372,0.66021,0.29729,0.29955,0.12868,2.0414,1.21416,0.94664,0.00983467,0.00983467,0.00983467
169,10703.4,2.24234,1.25852,0.95126,0.66163,0.29691,0.29962,0.12889,2.04123,1.2139,0.94652,0.00983368,0.00983368,0.00983368
170,10767.2,2.24062,1.25594,0.95448,0.66415,0.29671,0.30019,0.12935,2.04047,1.21298,0.94645,0.00983269,0.00983269,0.00983269
171,10829.6,2.22869,1.25963,0.95223,0.66712,0.29655,0.30142,0.12946,2.04047,1.21243,0.94647,0.0098317,0.0098317,0.0098317
172,10892.5,2.23622,1.26036,0.95126,0.66774,0.29632,0.30215,0.13001,2.03996,1.21192,0.94635,0.00983071,0.00983071,0.00983071
173,10955.8,2.23547,1.25096,0.9526,0.67127,0.29673,0.3033,0.13011,2.03981,1.21166,0.94629,0.00982972,0.00982972,0.00982972
174,11018.9,2.23562,1.24733,0.95269,0.6705,0.29789,0.30314,0.13008,2.03952,1.21158,0.94618,0.00982873,0.00982873,0.00982873
175,11081.6,2.2449,1.26976,0.95085,0.67118,0.29821,0.3039,0.13033,2.03966,1.21149,0.94609,0.00982774,0.00982774,0.00982774
176,11144.9,2.2353,1.25552,0.95232,0.66422,0.29939,0.30372,0.13039,2.03879,1.21102,0.94593,0.00982675,0.00982675,0.00982675
177,11208.4,2.23539,1.2605,0.9521,0.66274,0.30269,0.30415,0.13067,2.03839,1.21074,0.94573,0.00982576,0.00982576,0.00982576
178,11272.3,2.22881,1.24333,0.95074,0.66783,0.29979,0.3061,0.13124,2.03843,1.21036,0.94568,0.00982477,0.00982477,0.00982477
179,11335.2,2.2342,1.25092,0.95446,0.66561,0.30334,0.30874,0.13259,2.03775,1.21019,0.94553,0.00982378,0.00982378,0.00982378
