epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
156,13972.9,2.24785,1.26,0.9547,0.66171,0.2944,0.29641,0.12699,2.03245,1.21216,0.9469,0.00984655,0.00984655,0.00984655
157,14063.1,2.25036,1.26569,0.95122,0.66285,0.29435,0.29695,0.12721,2.03245,1.21187,0.94688,0.00984556,0.00984556,0.00984556
158,14153.3,2.24659,1.26691,0.95233,0.66164,0.29404,0.29683,0.12735,2.03227,1.21145,0.94693,0.00984457,0.00984457,0.00984457
159,14243.4,2.23139,1.24987,0.9531,0.65678,0.2974,0.29662,0.12718,2.03198,1.21054,0.94697,0.00984358,0.00984358,0.00984358
160,14333.9,2.24642,1.25799,0.95096,0.65535,0.2986,0.2968,0.12737,2.03152,1.20993,0.94686,0.00984259,0.00984259,0.00984259
161,14423.9,2.23833,1.25674,0.95456,0.65995,0.29987,0.29766,0.12764,2.03057,1.20899,0.94661,0.0098416,0.0098416,0.0098416
162,14513.9,2.23055,1.25196,0.9523,0.66538,0.3001,0.29884,0.12831,2.03068,1.20848,0.94642,0.00984061,0.00984061,0.00984061
163,14603.5,2.24712,1.26861,0.95289,0.66625,0.29843,0.29871,0.12842,2.03037,1.20786,0.94631,0.00983962,0.00983962,0.00983962
164,14693.4,2.23715,1.26311,0.95571,0.66945,0.29946,0.2992,0.12859,2.02971,1.20669,0.94619,0.00983863,0.00983863,0.00983863
165,14783.9,2.24016,1.2511,0.95189,0.67317,0.29616,0.29935,0.12863,2.02864,1.20577,0.94605,0.00983764,0.00983764,0.00983764
166,14873.6,2.22964,1.24606,0.95147,0.67214,0.29654,0.29925,0.12859,2.02802,1.20546,0.9459,0.00983665,0.00983665,0.00983665
167,14963.5,2.24528,1.26771,0.9551,0.67231,0.29647,0.29995,0.12896,2.02777,1.20528,0.94582,0.00983566,0.00983566,0.00983566
168,15053.1,2.24505,1.25865,0.95247,0.67293,0.29624,0.30011,0.12944,2.02725,1.2046,0.94568,0.00983467,0.00983467,0.00983467
169,15142.7,2.23874,1.25375,0.95029,0.67649,0.29475,0.29972,0.12942,2.02696,1.20389,0.94554,0.00983368,0.00983368,0.00983368
170,15231.9,2.24089,1.25402,0.95463,0.67128,0.29591,0.3002,0.12951,2.02664,1.20363,0.94552,0.00983269,0.00983269,0.00983269
171,15321.2,2.2285,1.25664,0.95244,0.66785,0.29634,0.30063,0.12973,2.02668,1.20297,0.94546,0.0098317,0.0098317,0.0098317
172,15411.1,2.23485,1.25031,0.95112,0.67124,0.29536,0.30077,0.12995,2.02626,1.20251,0.94529,0.00983071,0.00983071,0.00983071
173,15501.6,2.23176,1.24802,0.95116,0.67142,0.29577,0.30123,0.1302,2.02617,1.2017,0.94517,0.00982972,0.00982972,0.00982972
174,15592.2,2.23884,1.24711,0.95347,0.66979,0.29638,0.30135,0.1302,2.02558,1.20095,0.94509,0.00982873,0.00982873,0.00982873
175,15681.3,2.24856,1.26206,0.95128,0.66546,0.29695,0.30146,0.13051,2.02541,1.20075,0.94502,0.00982774,0.00982774,0.00982774
176,15770.5,2.23417,1.25581,0.95196,0.66345,0.29708,0.30129,0.13063,2.02502,1.20037,0.94491,0.00982675,0.00982675,0.00982675
177,15860.4,2.2299,1.25499,0.95055,0.66196,0.29768,0.30259,0.13097,2.02459,1.20016,0.94482,0.00982576,0.00982576,0.00982576
178,15949.9,2.22932,1.23639,0.95128,0.66054,0.29871,0.30282,0.13132,2.02435,1.20002,0.94472,0.00982477,0.00982477,0.00982477
179,16040.1,2.23272,1.25182,0.9535,0.66436,0.29769,0.30289,0.13168,2.02441,1.19936,0.94464,0.00982378,0.00982378,0.00982378
180,16130.3,2.22624,1.24965,0.95102,0.66338,0.29871,0.30388,0.132,2.02351,1.19865,0.94457,0.00982279,0.00982279,0.00982279
